id,loan_amnt,funded_amnt,int_rate,installment,emp_length,annual_inc,loan_status
808562,12000,12000,13.49,407.17,4,57000,Low Risk
808532,10950,10950,5.99,333.08,3,47908,Low Risk
808070,10000,10000,19.69,263.22,9,36000,High Risk
808496,3000,3000,16.49,106.2,2,55000,Low Risk
808292,12000,12000,5.42,361.92,6,96000,Low Risk
808443,6000,6000,8.49,189.38,1,116700,Low Risk
808459,26250,26250,16.89,650.83,5,57120,High Risk
808396,28000,24725,11.49,543.65,10,100000,Medium Risk
806824,5600,5600,5.42,168.9,10,72000,Low Risk
808408,4800,4800,12.99,161.71,1,54000,Low Risk
808311,8450,8450,6.99,260.88,4,98400,High Risk
808011,9000,9000,13.49,305.38,6,62532,Low Risk
808395,24250,16900,20.62,453.6,5,58000,Medium Risk
808268,6800,6800,8.49,214.63,8,68004,Low Risk
808321,8000,8000,18.39,290.79,4,84000,High Risk
796114,5000,5000,6.99,154.37,3,65000,Low Risk
805785,16000,16000,8.49,505.01,10,44000,Low Risk
807069,15000,15000,11.49,329.82,10,85000,Low Risk
808237,3600,3600,15.23,125.21,8,160000,Low Risk
808247,15000,15000,6.99,463.09,10,99000,Low Risk
808239,20000,20000,11.99,664.2,2,90000,Low Risk
807649,5000,5000,9.99,161.32,9,48000,Low Risk
801564,9600,9600,10.99,208.68,3,60000,Low Risk
808186,4600,4600,10.59,149.71,1,40000,Low Risk
808182,10625,10625,8.49,335.36,1,62467,Low Risk
797777,4000,4000,5.42,120.64,10,55000,Low Risk
802733,6000,6000,5.42,180.96,2,70000,Low Risk
808129,8000,8000,10.99,261.88,10,54000,Low Risk
806723,21000,21000,11.99,697.41,3,80000,Low Risk
808071,12200,12200,11.49,402.25,1,42000,High Risk
808113,15775,15775,10.59,513.4,4,56472,Low Risk
808039,18225,15150,17.99,384.63,6,42000,High Risk
808022,12000,12000,17.49,301.41,6,30000,High Risk
808015,12000,12000,13.49,276.06,8,50000,High Risk
807968,10825,10825,10.99,354.35,10,44630.28,Low Risk
807961,5000,5000,5.42,150.8,3,40000,Low Risk
806698,5000,5000,15.99,121.57,4,39996,Medium Risk
807954,25000,16200,21.74,445.04,10,57000,High Risk
806526,8000,8000,9.99,258.1,5,73008,Low Risk
807941,15000,15000,16.89,533.98,1,60000,Low Risk
800498,12000,12000,13.49,276.06,1,56496,Low Risk
807808,5500,5500,17.49,138.15,1,25008,Low Risk
807879,2500,2500,11.99,83.03,3,90000,Low Risk
807820,4800,4800,5.42,144.77,5,35000,Low Risk
805279,13500,13500,17.99,342.74,10,26500,High Risk
806667,8500,8500,5.42,256.36,9,38000,Low Risk
807144,4000,4000,9.99,129.05,8,53400,Low Risk
807323,25000,25000,16.89,889.96,9,95000,Low Risk
806516,3075,3075,10.99,100.66,1,44000,Low Risk
807724,8000,8000,16.49,283.2,3,45000,Low Risk
807747,13000,13000,6.99,401.35,10,83200,Low Risk
807743,3600,3600,7.49,111.97,1,50000,Low Risk
807728,4800,4800,5.99,146.01,8,110000,Low Risk
807705,15000,11175,16.49,274.68,1,55000,Medium Risk
786035,25000,25000,15.23,597.78,10,84000,Medium Risk
807679,1600,1600,13.99,54.68,1,60000,Low Risk
795595,14000,14000,10.59,301.54,10,53280,Medium Risk
807631,7500,7500,9.99,241.97,10,71000,Low Risk
807635,1800,1800,11.49,59.35,10,51000,Low Risk
807043,15000,15000,8.49,473.45,3,69000,Low Risk
779618,6000,6000,14.79,207.38,10,40000,Low Risk
807350,7800,7800,12.99,177.44,1,75000,High Risk
807547,13000,13000,10.99,425.55,10,55000,Low Risk
807513,12000,12000,10.99,392.81,7,37200,High Risk
764541,5000,5000,16.49,177,1,35000,Low Risk
807517,5000,5000,9.99,161.32,3,61000,Low Risk
807510,14000,14000,10.99,304.33,4,27000,Medium Risk
807491,2000,2000,5.99,60.84,10,50031,Low Risk
807500,11000,11000,20.25,292.97,1,51600,High Risk
805912,29175,29175,8.49,920.85,4,103000,Low Risk
807407,7200,7200,7.49,223.94,5,40000,Low Risk
807184,8500,8500,14.79,293.79,10,59826,High Risk
807326,2400,2400,11.49,79.14,6,60000,Low Risk
807298,15500,15500,10.99,507.38,1,80000,Low Risk
807271,14750,14750,17.49,370.48,10,73000,Low Risk
803509,9800,9800,17.99,248.81,3,145008,Low Risk
804090,14400,14400,11.99,478.22,5,124896,Low Risk
807193,4200,4200,13.99,97.71,10,48000,Low Risk
807257,35000,31750,17.49,797.46,10,65000,Medium Risk
807183,8000,8000,5.99,243.34,3,24000,Low Risk
806904,4000,4000,10.99,130.94,3,65004,Low Risk
807200,9000,9000,16.89,320.39,7,41000,Low Risk
788059,19750,19750,19.69,519.86,10,90000,Medium Risk
807212,12000,12000,7.49,373.22,8,120000,Low Risk
807187,9600,9600,13.49,325.74,9,74400,High Risk
807180,5000,5000,16.49,177,4,200000,Low Risk
807176,18000,14250,20.99,385.44,10,340000,Low Risk
807170,20000,20000,11.99,444.79,10,66000,Low Risk
807163,12000,12000,16.49,424.8,4,65000,Low Risk
807160,30000,30000,13.49,1017.92,2,134000,Low Risk
807060,2000,2000,6.99,61.75,3,130000,Low Risk
807143,18225,18225,10.99,596.58,1,50000,Low Risk
807142,28200,18475,20.62,495.87,7,56000,High Risk
805318,9600,9600,7.49,298.58,10,55000,Low Risk
807120,8400,8400,5.99,255.51,3,86000,Low Risk
807040,3600,3600,10.59,117.17,1,65000,Low Risk
805775,28000,28000,17.49,703.28,4,80000,High Risk
807020,16075,16075,6.99,496.28,10,65253,Low Risk
807005,24000,15725,21.36,428.61,5,125000,High Risk
806989,10000,10000,13.49,339.31,3,40000,High Risk
806959,6000,6000,6.99,185.24,7,77000,Low Risk
806960,5000,5000,11.99,166.05,10,136886,High Risk
806946,10000,10000,6.99,308.73,4,65000,Low Risk
806913,12000,12000,13.49,276.06,1,60000,Low Risk
806925,10500,10500,8.49,331.42,5,40500,High Risk
803884,18000,18000,11.99,400.31,1,64000,Low Risk
806884,20700,20700,20.99,559.89,4,33000,Low Risk
806888,10000,10000,16.49,354,4,82000,Low Risk
806883,3600,3600,5.99,109.51,5,55000,Low Risk
806870,29000,22625,11.49,497.47,6,73000,Low Risk
805242,7500,7500,16.49,184.35,1,78000,Low Risk
805524,6000,6000,13.49,203.59,3,50000,Low Risk
806869,4000,4000,5.99,121.67,5,33000,Low Risk
806864,16000,16000,13.49,368.08,1,300000,Medium Risk
806856,8000,8000,13.49,271.45,3,64800,Low Risk
805141,35000,35000,18.39,896.22,3,205000,Low Risk
806804,6000,6000,15.23,208.67,10,60000,High Risk
806581,6000,6000,18.39,153.64,9,54504,Low Risk
806772,25000,20275,11.49,445.8,3,49380,Low Risk
806777,6000,6000,10.99,196.41,1,95000,Low Risk
806771,30000,30000,16.49,1061.99,6,120000,High Risk
806736,8000,8000,7.49,248.82,4,33000,Low Risk
801105,3000,3000,11.99,99.63,4,19200,Low Risk
806722,9800,9800,5.42,295.57,10,140004,Low Risk
806636,19200,19200,21.74,527.45,2,72000,Medium Risk
806629,8000,8000,12.99,269.52,7,62000,Low Risk
806573,15000,15000,11.99,498.15,5,48000,Low Risk
806504,6150,6150,11.49,202.78,10,72000,Low Risk
806487,7800,7800,16.49,276.12,1,33600,Low Risk
806476,18000,18000,16.89,446.29,2,48000,Medium Risk
806442,13500,13500,13.99,461.34,6,57772,Low Risk
806426,18225,18225,18.79,470.67,10,68000,Medium Risk
806399,35000,34250,11.99,1137.43,1,80000,Low Risk
806406,5500,5500,9.99,177.45,10,73000,Low Risk
806358,35000,35000,18.39,896.22,10,75000,Medium Risk
805887,12000,12000,13.49,276.06,3,84996,Low Risk
799135,20000,20000,12.99,454.96,10,46000,Low Risk
806322,18000,18000,15.23,626.01,10,46800,Low Risk
806271,7000,7000,6.99,216.11,1,95000,Low Risk
806250,15000,15000,15.99,527.29,10,40000,High Risk
805996,33950,22975,21.74,631.16,10,180000,Medium Risk
806221,2875,2875,11.99,95.48,4,40800,High Risk
806164,5400,5400,18.39,138.28,2,18996,High Risk
806211,18500,18500,12.99,623.25,10,60000,Low Risk
805588,2000,2000,6.99,61.75,1,69000,Low Risk
806215,7000,7000,8.49,220.95,3,42000,Low Risk
799585,35000,35000,12.99,796.18,10,85000,Medium Risk
802930,6000,6000,13.99,205.04,7,50000,Low Risk
805829,25200,25200,13.49,579.72,4,90000,Low Risk
806146,11200,11200,11.99,371.95,1,30809,Low Risk
802444,28000,28000,19.29,730.82,10,200000,Low Risk
806126,21000,21000,12.99,477.71,3,340000,High Risk
805699,6000,6000,6.99,185.24,4,37920,Low Risk
806080,21000,21000,12.99,707.48,10,125000,Low Risk
806081,8000,8000,14.79,276.51,3,35000,Low Risk
806051,8500,8500,15.62,297.25,10,46500,Low Risk
806075,7800,7800,15.62,272.77,7,43955.48,Low Risk
804154,18000,18000,14.79,622.13,3,125000,Low Risk
784950,4000,4000,5.42,120.64,8,50000,Low Risk
806046,9600,9600,13.49,220.85,3,59000,Low Risk
806056,7600,7600,13.49,257.88,1,80000,Low Risk
805854,3000,3000,12.99,101.07,10,62000,Low Risk
806044,28000,28000,10.99,916.56,10,260000,Low Risk
793006,8750,8750,9.99,282.3,8,66000,Low Risk
806010,28000,28000,16.49,991.19,2,95000,Low Risk
803014,16550,16550,10.99,359.76,5,30000,Medium Risk
804566,4000,4000,5.42,120.64,3,60000,Low Risk
797490,5600,5600,10.99,183.32,7,64800,Low Risk
803519,1700,1700,9.99,54.85,2,18600,Low Risk
805933,5000,5000,7.49,155.51,1,38400,Low Risk
805934,3000,3000,7.49,93.31,2,75000,Low Risk
805919,5000,5000,14.79,172.82,3,60000,Low Risk
784517,14500,14500,11.49,478.09,3,55500,High Risk
804793,12000,12000,18.39,307.28,4,75000,Low Risk
805905,4000,4000,10.59,130.18,3,30000,Low Risk
805889,5000,5000,8.49,157.82,2,48000,High Risk
803964,7000,7000,17.99,177.72,2,66996,Low Risk
805786,12000,12000,7.49,373.22,7,84000,Low Risk
805833,3000,3000,15.62,104.91,8,65000,Low Risk
798390,25000,25000,14.79,592,1,143000,Medium Risk
805803,24000,24000,19.69,888.14,10,95000,Low Risk
805764,11000,11000,17.99,397.63,10,90369,Low Risk
754827,4800,4800,7.49,149.29,10,45000,Low Risk
784538,8000,8000,12.99,269.52,10,86400,Low Risk
805766,15000,15000,11.99,498.15,10,42300,Low Risk
805740,35000,35000,11.99,1162.34,3,95000,Low Risk
802789,30000,30000,17.49,1076.92,5,112260,Low Risk
805743,8325,8325,6.99,257.02,2,106369,Low Risk
805706,10000,10000,16.89,355.99,10,49000,Low Risk
805692,14000,14000,8.49,441.89,1,65000,Low Risk
805663,35000,35000,12.99,796.18,10,45000,Low Risk
805646,4800,4800,5.42,144.77,3,35000,Low Risk
805605,15000,15000,8.49,473.45,3,56000,Low Risk
801300,5050,5050,6.99,155.91,9,72000,Low Risk
804981,12000,12000,5.42,361.92,6,112000,Low Risk
805579,6000,6000,8.49,189.38,5,72000,Low Risk
805576,10000,10000,11.99,332.1,5,47000,Low Risk
805545,6000,6000,7.49,186.61,3,45000,Low Risk
805501,6000,6000,7.49,186.61,3,13440,Low Risk
792784,20000,20000,15.99,486.26,6,52000,Low Risk
801189,9600,9600,16.89,238.02,4,48000,Medium Risk
805364,16000,16000,14.79,378.88,7,47000,Medium Risk
805402,12000,12000,7.49,373.22,4,20400,Low Risk
805365,3000,3000,11.99,66.72,8,64800,Low Risk
805378,5000,5000,7.49,155.51,2,48600,High Risk
805361,6000,6000,15.62,209.82,3,65600,Low Risk
805342,6000,6000,15.62,209.82,2,56160,High Risk
799595,18000,18000,20.99,486.86,4,78000,Low Risk
805331,10125,10125,15.23,352.13,10,300000,Low Risk
805295,3250,3250,13.49,110.28,4,20000,High Risk
791612,4800,4800,5.42,144.77,10,76000,Low Risk
804751,2000,2000,7.49,62.21,9,23652,Low Risk
805284,1000,1000,14.79,34.57,4,35000,Low Risk
804800,1500,1500,8.49,47.35,5,24000,Low Risk
805227,12000,12000,7.49,373.22,6,36000,High Risk
805142,7200,7200,5.99,219.01,5,75600,Low Risk
805134,17000,17000,14.79,402.56,4,72000,High Risk
805082,21000,21000,20.99,568.01,10,98000,Medium Risk
805064,2050,2050,10.59,66.72,1,25000,Low Risk
765919,8000,8000,7.49,248.82,8,94700,Low Risk
802144,21500,21500,9.99,693.65,5,70000,Low Risk
804919,10000,10000,11.49,329.72,6,86000,Low Risk
804959,12000,12000,11.99,266.88,8,51600,High Risk
804980,1800,1800,16.49,63.72,4,45000,Low Risk
804982,7000,7000,6.99,216.11,4,75000,Low Risk
804971,18000,18000,10.99,589.22,1,80000,Low Risk
804949,1275,1275,10.99,41.74,1,65964,High Risk
804920,28000,17975,10.99,390.74,1,145000,Low Risk
804918,3000,3000,10.99,98.21,7,36000,Low Risk
802095,8000,8000,7.49,248.82,2,51000,Low Risk
804807,10800,10800,17.99,274.2,6,52000,Low Risk
804871,12800,12800,10.59,416.58,4,42000,Low Risk
804141,12500,12500,15.99,439.41,1,135000,Low Risk
804865,12000,12000,15.23,417.34,10,130000,Low Risk
804829,16000,16000,18.39,409.7,5,32904,Low Risk
804764,4000,4000,10.59,130.18,1,24000,Low Risk
804831,6000,6000,5.42,180.96,1,165996,Low Risk
804762,19200,19200,10.99,628.5,9,125000,Low Risk
804708,7000,7000,14.79,165.76,1,25200,Medium Risk
797098,6000,6000,8.49,189.38,4,71000,Low Risk
804703,5000,5000,15.62,174.85,10,80000,Low Risk
801912,5600,5600,16.49,198.24,1,45000,Low Risk
793656,4000,4000,5.99,121.67,7,69000,Low Risk
804567,7800,7800,11.99,173.47,2,40560,High Risk
804560,5300,5300,17.99,191.59,2,36000,Low Risk
804554,2000,2000,13.49,67.87,10,89100,Low Risk
804539,7500,7500,11.49,247.29,10,102000,Low Risk
804512,5000,5000,12.99,168.45,1,50000,High Risk
804500,16000,16000,19.69,421.15,5,95000,Low Risk
804490,10000,10000,16.89,355.99,10,40000,Low Risk
804412,15000,15000,17.49,376.76,1,101741,Low Risk
804350,4500,4500,12.99,151.61,9,42000,Low Risk
804330,7500,7500,11.49,247.29,4,48000,Low Risk
804318,25000,25000,17.49,897.43,10,69000,Low Risk
804307,24000,24000,17.99,609.32,6,78000,Medium Risk
804308,13300,13300,11.99,295.79,10,35000,Medium Risk
760113,12800,12800,17.99,324.97,5,31200,Low Risk
804260,20000,20000,10.99,654.68,1,60000,Low Risk
768596,20400,20400,13.99,474.57,5,69218,Low Risk
801591,12000,12000,10.99,392.81,1,64500,Low Risk
804184,15000,15000,10.99,326.07,10,60000,Low Risk
804073,3000,3000,22.11,83.05,6,17652,High Risk
804070,7000,7000,6.99,216.11,1,29112,Low Risk
804030,20000,20000,7.49,622.04,10,50000,Low Risk
803977,6000,6000,5.42,180.96,5,42000,Low Risk
799594,25000,25000,10.59,813.63,4,70000,Low Risk
803921,18500,18500,7.49,575.39,10,35000,Low Risk
803991,6000,6000,15.23,208.67,1,33000,Low Risk
802652,14000,14000,7.49,435.43,10,89000,Low Risk
803516,10000,10000,16.49,354,1,60000,Low Risk
803960,3650,3650,11.99,121.22,10,105000,Low Risk
803956,6400,6400,20.62,239.88,2,44000,Low Risk
803881,8450,8450,10.99,276.61,10,50000,Low Risk
803822,20000,20000,11.99,664.2,5,90000,Low Risk
803831,8000,8000,5.99,243.34,10,56000,Low Risk
803805,20000,20000,22.48,557.86,10,60000,High Risk
803783,6000,6000,13.49,203.59,1,48000,Low Risk
802785,4800,4800,10.99,157.13,5,26004,Low Risk
803745,10000,10000,5.42,301.6,9,90000,Low Risk
803734,6000,6000,10.99,196.41,2,105000,Low Risk
783506,22000,22000,10.99,478.23,3,70000,Low Risk
799149,9000,9000,10.59,292.91,9,72396,Low Risk
803702,11075,11075,13.49,375.78,1,55000,Low Risk
794101,20375,20375,10.99,442.91,7,50000,High Risk
789774,22500,22500,10.99,736.52,3,92000,Low Risk
803608,12000,12000,20.99,324.58,4,89000,Medium Risk
803544,7200,7200,14.79,248.86,2,42000,Low Risk
803612,5000,5000,15.23,173.9,2,50000,High Risk
774287,23500,23500,15.23,561.91,10,73000,Medium Risk
803600,3000,3000,5.99,91.26,3,66000,Low Risk
803593,2100,2100,15.23,73.04,4,87000,Low Risk
803572,1600,1600,16.89,56.96,10,39000,High Risk
803560,20000,20000,13.49,460.1,10,49200,Low Risk
803561,14000,14000,13.49,322.07,8,115132,Low Risk
803553,17950,17950,11.99,596.12,5,113000,Low Risk
803555,18000,18000,10.99,391.28,1,52000,Low Risk
788797,35000,28550,11.49,627.75,5,140967,Low Risk
801985,9600,9600,18.79,247.93,5,60000,Low Risk
803452,24250,24250,12.99,551.64,1,100000,Medium Risk
803406,7800,7800,10.99,255.33,10,74000,Low Risk
803393,13000,13000,10.99,282.59,3,78204,Low Risk
803369,2000,2000,10.59,65.09,2,28800,Low Risk
803352,6000,6000,5.42,180.96,1,60000,Low Risk
803335,10000,10000,8.49,315.63,6,130000,Low Risk
803294,10875,10875,18.39,278.47,10,104000,High Risk
803221,7875,7875,11.99,261.53,10,55500,Low Risk
798434,5000,5000,18.79,129.13,3,35000,High Risk
790084,12000,12000,12.99,272.98,1,36000,Low Risk
803241,7600,7600,10.99,248.78,1,28000,Low Risk
803158,7350,7350,17.99,186.61,1,36000,Low Risk
420363,8000,8000,10.99,261.88,3,41000,Low Risk
800944,15000,15000,7.49,466.53,10,40000,Low Risk
803217,4000,4000,5.99,121.67,2,51000,Low Risk
803178,12175,12175,12.99,276.96,6,27600,High Risk
803192,4300,4300,7.49,133.74,4,60000,Low Risk
802078,7000,7000,15.23,167.38,1,51000,Low Risk
803159,16350,16350,11.49,359.5,7,49200,Low Risk
803146,1500,1500,5.99,45.63,3,55000,Low Risk
803115,26000,26000,8.49,820.64,10,114000,Low Risk
803127,7000,7000,5.99,212.93,9,35000,Low Risk
800317,20000,20000,10.59,430.78,1,93000,Low Risk
794789,16500,16500,16.89,409.1,10,50004,Low Risk
803053,4500,4500,8.49,142.04,4,55000,Low Risk
803070,6400,6400,11.49,211.02,5,30500,Low Risk
803056,11725,11725,17.49,294.5,2,88000,High Risk
802678,20000,20000,13.49,678.61,1,84000,Low Risk
802641,15000,15000,19.29,391.51,2,50000,Low Risk
803027,25000,25000,17.99,903.69,4,72400,Low Risk
802967,3000,3000,11.49,98.92,4,90000,Low Risk
802992,4900,4900,7.49,152.4,7,118443,Low Risk
802950,25000,25000,15.23,597.78,4,60000,High Risk
802942,3500,3500,5.99,106.47,2,44000,Low Risk
802936,18000,18000,21.74,494.49,1,36000,High Risk
802932,6500,6500,5.99,197.72,3,68000,Low Risk
798531,3000,3000,6.99,92.62,8,48000,Low Risk
802685,8000,8000,10.59,260.36,4,50000,Low Risk
802900,10000,10000,7.49,311.02,10,56000,Low Risk
801744,25000,18050,13.99,419.9,1,85000,Low Risk
802834,10600,10600,12.99,357.11,4,65600,Low Risk
801794,9000,9000,15.62,314.73,10,72000,Low Risk
802810,10000,10000,7.49,311.02,10,141000,Low Risk
800353,3200,3200,11.99,106.28,1,31200,Low Risk
802767,3200,3200,9.99,103.24,10,40000,High Risk
802757,9000,9000,9.99,290.37,3,36000,Low Risk
802748,15000,15000,16.89,371.91,3,125000,Low Risk
802724,10000,10000,9.99,322.63,6,45000,Low Risk
798278,2275,2275,7.49,70.76,5,65000,Low Risk
801410,8000,8000,10.99,261.88,3,30000,Low Risk
802683,3925,3925,9.99,126.64,1,36000,Low Risk
802656,5200,5200,16.49,184.08,3,110000,Low Risk
802586,4600,4600,13.99,157.2,1,24000,Low Risk
802621,7500,7500,10.99,245.51,3,50000,Low Risk
802591,15000,15000,9.99,318.64,3,37000,Low Risk
801643,1200,1200,10.99,39.29,3,65000,Low Risk
802561,9500,9500,16.49,336.3,4,75000,Low Risk
801400,22750,22750,17.99,577.58,10,40000,Low Risk
802539,28000,28000,19.29,730.82,5,58000,Low Risk
802401,35000,35000,20.25,1305.19,7,120366.05,High Risk
802536,11375,11375,10.99,372.35,10,157124,High Risk
801137,10000,10000,13.49,230.05,8,50000,Low Risk
802521,28200,28200,21.36,768.63,10,62000,Low Risk
801139,10000,10000,9.99,322.63,7,44000,Low Risk
802509,13075,13075,11.99,290.79,10,87500,Medium Risk
802424,4400,4400,5.99,133.84,5,48000,Low Risk
802201,4275,4275,15.99,150.28,7,54500,Low Risk
801073,2500,2500,10.99,54.35,6,33600,Medium Risk
802075,5000,5000,15.23,173.9,5,48996,Low Risk
801335,9000,9000,12.99,204.74,4,48000,Low Risk
802435,18325,18325,7.49,569.94,10,159960,Low Risk
802068,12000,12000,19.69,315.87,10,63996,High Risk
802351,6200,6200,17.49,155.73,1,41600,Medium Risk
802377,25000,25000,19.69,658.05,10,68590,Low Risk
802368,2200,2200,9.99,70.98,5,80000,Low Risk
802007,10000,10000,12.99,227.48,5,50004,Low Risk
802348,16000,16000,11.99,355.84,7,32000,High Risk
802321,6000,6000,6.99,185.24,9,65000,Low Risk
802247,4500,4500,10.99,147.31,2,20400,Low Risk
802073,5600,5600,10.59,182.26,3,50004,Low Risk
802269,6000,6000,8.49,189.38,5,30000,Low Risk
780250,17000,17000,10.59,553.27,10,90000,Low Risk
801373,4000,4000,12.99,134.76,2,39996,Low Risk
802260,7000,7000,15.99,246.07,4,44000,Low Risk
802236,22000,22000,13.49,506.11,10,59000,Medium Risk
802200,35000,35000,18.79,903.88,10,130000,Low Risk
802002,10000,10000,19.29,261.01,4,84996,Medium Risk
799468,10150,10150,11.99,337.08,6,69000,Low Risk
802214,5000,5000,12.99,168.45,10,40000,Low Risk
802173,12000,12000,11.49,395.66,3,72000,Low Risk
802220,4000,4000,11.49,131.89,1,25200,Low Risk
802185,3000,3000,5.42,90.48,9,58000,Low Risk
801464,15000,15000,9.99,318.64,1,75000,Low Risk
801873,1500,1500,15.99,52.73,1,36996,Low Risk
729375,18000,18000,11.99,597.78,5,125000,Low Risk
802151,13000,13000,10.99,425.55,3,75000,Low Risk
797670,15000,15000,6.99,463.09,10,109000,Low Risk
801027,15000,15000,16.89,371.91,10,89004,High Risk
771558,15000,15000,5.99,456.27,4,53000,Low Risk
802097,3000,3000,7.49,93.31,2,30000,Low Risk
802098,2400,2400,14.79,82.96,1,26400,Low Risk
801839,9600,9600,5.99,292.01,5,87292,Low Risk
801918,24000,19950,15.99,485.04,6,93000,Low Risk
801883,20000,16025,14.79,379.47,4,83004,Low Risk
801934,29100,29100,12.99,980.36,10,52000,High Risk
786687,9650,9650,10.99,209.77,10,110000,Low Risk
801915,12000,12000,13.99,279.16,2,95000,Medium Risk
798764,20000,20000,10.59,430.78,8,36000,High Risk
801864,10800,10800,7.49,335.9,2,119000,Low Risk
801852,2700,2700,20.62,101.2,5,15600,Low Risk
801853,12000,12000,10.99,392.81,5,56755,Low Risk
801857,4200,4200,7.49,130.63,1,38400,Low Risk
801761,12025,12025,13.49,408.02,1,100000,Low Risk
801843,3200,3200,7.49,99.53,7,42500,Low Risk
790363,8500,8500,9.99,274.24,4,42000,Low Risk
801657,12000,12000,16.49,294.96,1,70000,Low Risk
801357,25000,25000,14.79,864.07,1,192000,Low Risk
801448,12000,12000,8.49,246.15,10,53102,High Risk
801784,4250,4250,6.99,131.21,8,35000,Low Risk
801771,9600,9600,18.39,348.95,10,62000,Low Risk
801760,9000,9000,9.99,290.37,10,250000,Low Risk
801741,10175,10175,12.99,342.79,7,60000,Low Risk
801737,32000,32000,20.25,852.27,10,75000,Low Risk
798517,2400,2400,7.49,74.65,1,24000,Low Risk
801670,12000,12000,15.23,286.93,5,115000,High Risk
801655,9000,9000,5.42,271.44,3,62000,Low Risk
801412,8000,8000,16.49,196.64,1,23004,High Risk
801598,6000,6000,9.99,193.58,3,43150,Low Risk
801544,25000,25000,10.99,818.35,1,60000,Low Risk
798417,6000,6000,15.62,209.82,4,50000,Low Risk
801554,11800,11800,13.99,403.24,5,94000,Low Risk
799479,14000,14000,9.99,451.68,8,47000,Low Risk
798045,8000,8000,9.99,169.94,3,55200,Medium Risk
801037,18825,18525,13.49,426.17,4,30000,Medium Risk
801402,5000,5000,15.62,174.85,1,55000,Low Risk
801461,25000,19875,11.49,437.01,5,60000,High Risk
801181,4925,4925,10.99,161.22,1,120000,High Risk
801249,35000,27050,17.99,686.75,8,120000,Low Risk
801376,8000,8000,7.49,248.82,1,57192,Low Risk
801429,12000,12000,11.99,266.88,10,47000,Medium Risk
801419,8500,8500,12.99,193.36,2,70000,Low Risk
800325,3000,3000,17.49,107.7,10,60000,Low Risk
801285,12000,12000,10.99,392.81,2,83000,Low Risk
801304,8000,8000,11.49,263.78,10,21600,Low Risk
800886,16800,16800,10.99,365.19,10,140000,Low Risk
801322,12000,12000,15.99,291.76,1,64000,High Risk
801307,6500,6500,5.99,197.72,10,69000,Low Risk
801290,5500,5500,15.99,133.73,10,51000,Medium Risk
801226,9750,9750,10.99,319.16,5,39800,Low Risk
801243,25000,20600,18.79,532,5,68500,Low Risk
800865,4800,4800,11.99,159.41,5,32640,Low Risk
796943,10000,10000,5.42,301.6,10,28000,Low Risk
790736,32000,26675,13.99,620.55,10,62000,High Risk
801124,10800,10800,22.48,301.24,8,87000,High Risk
801055,7500,7500,9.99,241.97,3,65000,High Risk
801059,21000,21000,10.99,456.49,10,42000,Low Risk
801014,6000,6000,7.49,186.61,1,68000,Low Risk
800997,9600,7225,8.49,228.05,1,52000,Low Risk
800987,2000,2000,11.99,66.42,8,49029,Low Risk
800976,2725,2725,8.49,86.01,1,57000,Low Risk
799788,7500,7500,11.49,164.91,10,95000,Low Risk
800968,14400,14400,18.79,526.32,7,56400,Low Risk
788544,8000,8000,18.39,290.79,3,80000,Low Risk
800934,10425,10425,8.49,329.05,5,60000,Low Risk
800892,20000,20000,12.99,454.96,1,80000,Low Risk
800878,5375,5375,7.49,167.18,9,50000,Low Risk
800862,3500,3500,8.49,110.48,10,42000,Low Risk
800864,6400,6400,7.49,199.06,6,80000,Low Risk
799299,25000,25000,11.49,549.69,3,45996,Low Risk
800824,16400,16400,20.62,440.18,1,44100,Low Risk
800482,2400,2400,17.99,60.94,3,38532,Low Risk
800631,16000,16000,10.99,347.8,10,69996,Medium Risk
800799,15000,15000,11.99,333.6,1,90000,Low Risk
800785,8000,8000,10.99,261.88,5,82000,Low Risk
800789,20000,14725,7.49,457.98,8,120000,Low Risk
795007,11500,11500,11.99,255.76,10,80000,Medium Risk
800724,9600,9600,15.62,335.71,1,90000,Low Risk
800709,6575,6575,6.99,202.99,10,86000,Low Risk
800690,10400,10400,15.62,363.69,4,112500,Low Risk
800098,6000,6000,9.99,193.58,10,31500,Low Risk
800662,2075,2075,15.23,72.17,10,60000,Low Risk
800659,13175,13175,10.99,431.28,10,290000,Low Risk
800653,13575,13575,13.99,315.8,10,180000,Low Risk
798218,12500,12500,13.49,287.56,1,40000,Low Risk
798747,14400,14400,18.39,368.73,9,37100,Low Risk
799391,15000,10100,8.49,318.79,7,90000,Low Risk
800472,12000,12000,13.49,276.06,2,75000,Medium Risk
800512,5600,5600,7.49,174.17,2,67000,Low Risk
800490,4750,4750,11.49,156.62,1,20400,Low Risk
800471,12000,12000,5.42,361.92,7,172000,Low Risk
800481,10000,10000,5.99,304.18,1,102000,Low Risk
798581,9550,9550,23.22,270.43,2,41000,Low Risk
799452,25000,16700,11.99,371.4,2,50000,Low Risk
800358,12000,12000,11.49,263.86,3,30000,Medium Risk
800250,20000,14500,11.99,322.48,2,45996,Low Risk
800359,1100,1100,11.99,36.54,1,14400,Low Risk
800340,12250,12250,15.99,430.62,1,50000,Low Risk
800347,6000,6000,5.42,180.96,6,70000,Low Risk
800184,35000,23650,19.69,622.51,6,93000,Low Risk
800289,13750,13750,9.99,443.61,8,65000,Low Risk
799313,5400,5400,13.99,184.54,10,60000,High Risk
